club,club_type,target_distance,power_percent,power_range,final_distance,error,abs_error,iterations,found,reachable
8I,iron,80,0.487890625,58.546875,80.32679782897057,-0.3267978289705695,0.3267978289705695,10,True,True
8I,iron,90,0.5218750000000001,62.625000000000014,90.47697431880285,-0.4769743188028457,0.4769743188028457,7,True,True
8I,iron,100,0.5546875,66.5625,100.12231252762096,-0.1223125276209629,0.1223125276209629,8,True,True
8I,iron,110,0.58515625,70.21875,110.4717411696652,-0.47174116966519364,0.47174116966519364,9,True,True
8I,iron,120,0.615625,73.875,120.36292803910136,-0.3629280391013623,0.3629280391013623,7,True,True
8I,iron,130,0.6449218750000001,77.39062500000001,130.30890793408184,-0.30890793408184436,0.30890793408184436,10,True,True
8I,iron,140,0.6742187500000001,80.90625000000001,139.6568857620074,0.34311423799260865,0.34311423799260865,9,True,True
8I,iron,150,0.7046875000000001,84.56250000000001,150.24767864288353,-0.24767864288352825,0.24767864288352825,8,True,True
8I,iron,160,0.731640625,87.796875,159.5206987063546,0.479301293645392,0.479301293645392,10,True,True
8I,iron,170,0.7609375,91.3125,170.25386004709196,-0.25386004709196186,0.25386004709196186,8,True,True
8I,iron,180,0.7890625000000002,94.68750000000003,180.0316071200323,-0.03160712003230515,0.03160712003230515,8,True,True
8I,iron,190,0.8171875000000002,98.06250000000003,189.92601509920095,0.07398490079904718,0.07398490079904718,8,True,True
8I,iron,200,0.8453125000000001,101.43750000000001,199.92535445503398,0.0746455449660175,0.0746455449660175,8,True,True
8I,iron,210,0.8734375000000001,104.81250000000001,210.01832477399398,-0.01832477399398158,0.01832477399398158,8,True,True
8I,iron,220,0.9015625,108.1875,220.19406032365163,-0.19406032365162673,0.19406032365162673,8,True,True
8I,iron,230,0.9296875,111.5625,230.44213258465436,-0.44213258465435956,0.44213258465435956,8,True,True
8I,iron,240,0.95546875,114.65625,240.2881708229799,-0.28817082297990737,0.28817082297990737,9,True,True
8I,iron,250,0.9835937499999999,118.03124999999999,249.69026949959513,0.3097305004048678,0.3097305004048678,9,True,True
9I,iron,50,0.390625,42.96875,49.65427061930297,0.34572938069702985,0.34572938069702985,7,True,True
9I,iron,60,0.4328125,47.609375,59.806938813768625,0.19306118623137536,0.19306118623137536,8,True,True
9I,iron,70,0.47265625,51.9921875,70.38771841811865,-0.38771841811865215,0.38771841811865215,9,True,True
9I,iron,80,0.5078125,55.859375,80.30988968687308,-0.3098896868730776,0.3098896868730776,8,True,True
9I,iron,90,0.540625,59.46875,89.69735207482665,0.30264792517334627,0.30264792517334627,7,True,True
9I,iron,100,0.578125,63.59375,100.18276638333529,-0.1827663833352915,0.1827663833352915,7,True,True
9I,iron,110,0.6109374999999999,67.20312499999999,110.29696021720342,-0.29696021720342003,0.29696021720342003,8,True,True
9I,iron,120,0.6414062500000001,70.55468750000001,120.33348932690924,-0.3334893269092447,0.3334893269092447,9,True,True
9I,iron,130,0.6718750000000001,73.90625000000001,129.8840993061249,0.11590069387509061,0.11590069387509061,7,True,True
9I,iron,140,0.7046875000000001,77.51562500000001,140.0461260093542,-0.04612600935419664,0.04612600935419664,8,True,True
9I,iron,150,0.7328125000000001,80.60937500000001,149.59284111996624,0.4071588800337622,0.4071588800337622,8,True,True
9I,iron,160,0.7656250000000001,84.21875000000001,160.13178679818216,-0.1317867981821621,0.1317867981821621,7,True,True
9I,iron,170,0.7937500000000002,87.31250000000001,169.9967478496572,0.0032521503428029064,0.0032521503428029064,6,True,True
9I,iron,180,0.8242187500000001,90.66406250000001,180.41822540863492,-0.41822540863492463,0.41822540863492463,9,True,True
9I,iron,190,0.8546875,94.015625,190.12852787723185,-0.12852787723184633,0.12852787723184633,8,True,True
9I,iron,200,0.8833984375,97.173828125,200.45264006039238,-0.45264006039238325,0.45264006039238325,11,True,True
9I,iron,210,0.9109375,100.203125,209.79805086140948,0.20194913859052122,0.20194913859052122,8,True,True
9I,iron,220,0.9437500000000001,103.81250000000001,220.18883894671504,-0.18883894671503754,0.18883894671503754,6,True,True
