club,step,time,x,y,z,power_percent,target_distance,final_distance
5I,114,2.2800000000000002,0.0,20.926964882283848,166.42612118009217,0.7656250000000001,200,200.22900069156861
5I,115,2.3000000000000003,0.0,20.322410993197803,167.67400118717478,0.7656250000000001,200,200.22900069156861
5I,116,2.32,0.0,19.70559918319727,168.9188671517719,0.7656250000000001,200,200.22900069156861
5I,117,2.34,0.0,19.0765619459082,170.16072052778296,0.7656250000000001,200,200.22900069156861
5I,118,2.36,0.0,18.43533191597725,171.39956258635755,0.7656250000000001,200,200.22900069156861
5I,119,2.38,0.0,17.7819418725235,172.63539442142047,0.7656250000000001,200,200.22900069156861
5I,120,2.4,0.0,17.116424742401414,173.86821695515786,0.7656250000000001,200,200.22900069156861
5I,121,2.42,0.0,16.438813603276934,175.09803094346248,0.7656250000000001,200,200.22900069156861
5I,122,2.44,0.0,15.749141686518767,176.32483698133643,0.7656250000000001,200,200.22900069156861
5I,123,2.46,0.0,15.047442379906965,177.54863550824902,0.7656250000000001,200,200.22900069156861
5I,124,2.48,0.0,14.333749230161045,178.76942681344835,0.7656250000000001,200,200.22900069156861
5I,125,2.5,0.0,13.608095945289977,179.98721104122458,0.7656250000000001,200,200.22900069156861
5I,126,2.52,0.0,12.870516396766444,181.20198819612338,0.7656250000000001,200,200.22900069156861
5I,127,2.54,0.0,12.121044621527878,182.4137581481078,0.7656250000000001,200,200.22900069156861
5I,128,2.56,0.0,11.359714823806826,183.62252063766718,0.7656250000000001,200,200.22900069156861
5I,129,2.58,0.0,10.586561376793302,184.82827528087137,0.7656250000000001,200,200.22900069156861
5I,130,2.6,0.0,9.801618824131834,186.0310215743692,0.7656250000000001,200,200.22900069156861
5I,131,2.62,0.0,9.004921881255965,187.2307589003296,0.7656250000000001,200,200.22900069156861
5I,132,2.64,0.0,8.196505436563031,188.4274865313242,0.7656250000000001,200,200.22900069156861
5I,133,2.66,0.0,7.3764045524321,189.6212036351504,0.7656250000000001,200,200.22900069156861
5I,134,2.68,0.0,6.544654466087987,190.81190927959346,0.7656250000000001,200,200.22900069156861
5I,135,2.7,0.0,5.701290590314297,191.99960243712678,0.7656250000000001,200,200.22900069156861
5I,136,2.72,0.0,4.846348514018494,193.18428198954965,0.7656250000000001,200,200.22900069156861
5I,137,2.74,0.0,3.9798640026520307,194.36594673256099,0.7656250000000001,200,200.22900069156861
5I,138,2.7600000000000002,0.0,3.1018729984885716,195.54459538026887,0.7656250000000001,200,200.22900069156861
5I,139,2.7800000000000002,0.0,2.2124116207634024,196.72022656963463,0.7656250000000001,200,200.22900069156861
5I,140,2.8000000000000003,0.0,1.3115161656770993,197.89283886485111,0.7656250000000001,200,200.22900069156861
5I,141,2.82,0.0,0.399223106266576,199.06243076165444,0.7656250000000001,200,200.22900069156861
5I,142,2.84,0.0,-0.5244309078533862,200.22900069156861,0.7656250000000001,200,200.22900069156861
9I,0,0.0,0.0,1.4256770503173806,1.296037231153375,0.8833984375,200,200.45264006039238
9I,1,0.02,0.0,2.8328511942161763,2.587724765044345,0.8833984375,200,200.45264006039238
9I,2,0.04,0.0,4.221625206565923,3.8751145379286607,0.8833984375,200,200.45264006039238
9I,3,0.06,0.0,5.592100076072711,5.158257713374267,0.8833984375,200,200.45264006039238
9I,4,0.08,0.0,6.944375037606437,6.437204695238714,0.8833984375,200,200.45264006039238
9I,5,0.1,0.0,8.278547603789562,7.712005140282795,0.8833984375,200,200.45264006039238
9I,6,0.12,0.0,9.594713595870424,8.98270797042943,0.8833984375,200,200.45264006039238
9I,7,0.14,0.0,10.892967173903502,10.249361384676499,0.8833984375,200,200.45264006039238
9I,8,0.16,0.0,12.173400866258364,11.512012870671999,0.8833984375,200,200.45264006039238
9I,9,0.18,0.0,13.43610559847843,12.770709215959672,0.8833984375,200,200.45264006039238
9I,10,0.2,0.0,14.681170721510085,14.0254965189029,0.8833984375,200,200.45264006039238
9I,11,0.22,0.0,15.908684039322086,15.276420199294458,0.8833984375,200,200.45264006039238
9I,12,0.24,0.0,17.118731835934717,16.523525008659433,0.8833984375,200,200.45264006039238
9I,13,0.26,0.0,18.311398901877567,17.76685504025838,0.8833984375,200,200.45264006039238
9I,14,0.28,0.0,19.48676856009435,19.006453738797557,0.8833984375,200,200.45264006039238
9I,15,0.3,0.0,20.644922691312686,20.242363909852855,0.8833984375,200,200.45264006039238
9I,16,0.32,0.0,21.785941758896307,21.47462772901386,0.8833984375,200,200.45264006039238
9I,17,0.34,0.0,22.909904833196748,22.70328675075421,0.8833984375,200,200.45264006039238
9I,18,0.36,0.0,24.016889615421103,23.928381917034308,0.8833984375,200,200.45264006039238
9I,19,0.38,0.0,25.106972461032093,25.14995356564222,0.8833984375,200,200.45264006039238
9I,20,0.4,0.0,26.18022840269624,26.368041438278414,0.8833984375,200,200.45264006039238
9I,21,0.42,0.0,27.23673117279565,27.582684688389865,0.8833984375,200,200.45264006039238
9I,22,0.44,0.0,28.27655322551848,28.793921888758863,0.8833984375,200,200.45264006039238
9I,23,0.46,0.0,29.299765758542897,30.00179103885177,0.8833984375,200,200.45264006039238
9I,24,0.48,0.0,30.30643873432894,31.206329571932777,0.8833984375,200,200.45264006039238
9I,25,0.5,0.0,31.296640901032468,32.40757436194762,0.8833984375,200,200.45264006039238
9I,26,0.52,0.0,32.27043981305502,33.60556173018209,0.8833984375,200,200.45264006039238
9I,27,0.54,0.0,33.22790185124313,34.80032745170015,0.8833984375,200,200.45264006039238
9I,28,0.56,0.0,34.16909224275043,35.99190676156614,0.8833984375,200,200.45264006039238
9I,29,0.58,0.0,35.09407508057548,37.1803343608558,0.8833984375,200,200.45264006039238
9I,30,0.6,0.0,36.002913342788226,38.365644422460434,0.8833984375,200,200.45264006039238
9I,31,0.62,0.0,36.89566891145746,39.54787059668871,0.8833984375,200,200.45264006039238
9I,32,0.64,0.0,37.7724025912917,40.7270460166704,0.8833984375,200,200.45264006039238
9I,33,0.66,0.0,38.63317412800548,41.90320330356637,0.8833984375,200,200.45264006039238
9I,34,0.68,0.0,39.47804222642288,43.07637457158902,0.8833984375,200,200.45264006039238
9I,35,0.7000000000000001,0.0,40.30706456833002,44.24659143283744,0.8833984375,200,200.45264006039238
9I,36,0.72,0.0,41.1202978300878,45.41388500195145,0.8833984375,200,200.45264006039238
9I,37,0.74,0.0,41.9177977000162,46.57828590058866,0.8833984375,200,200.45264006039238
9I,38,0.76,0.0,42.69961889556112,47.73982426172879,0.8833984375,200,200.45264006039238
9I,39,0.78,0.0,43.465815180254545,48.89852973380935,0.8833984375,200,200.45264006039238
9I,40,0.8,0.0,44.2164393804787,50.05443148469682,0.8833984375,200,200.45264006039238
9I,41,0.8200000000000001,0.0,44.95154340204461,51.207558205497726,0.8833984375,200,200.45264006039238
9I,42,0.84,0.0,45.671178246595254,52.35793811421352,0.8833984375,200,200.45264006039238
9I,43,0.86,0.0,46.375394027843434,53.505598959243834,0.8833984375,200,200.45264006039238
9I,44,0.88,0.0,47.0642399876541,54.65056802274222,0.8833984375,200,200.45264006039238
9I,45,0.9,0.0,47.73776451198087,55.79287212382882,0.8833984375,200,200.45264006039238
9I,46,0.92,0.0,48.39601514666616,56.932537621664345,0.8833984375,200,200.45264006039238
9I,47,0.9400000000000001,0.0,49.03903861311414,58.06959041838992,0.8833984375,200,200.45264006039238
9I,48,0.96,0.0,49.666880823845595,59.2040559619373,0.8833984375,200,200.45264006039238
9I,49,0.98,0.0,50.27958689794351,60.335959248714175,0.8833984375,200,200.45264006039238
9I,50,1.0,0.0,50.877201176397946,61.46532482616927,0.8833984375,200,200.45264006039238
9I,51,1.02,0.0,51.45976723735863,62.5921767952421,0.8833984375,200,200.45264006039238
9I,52,1.04,0.0,52.02732791130339,63.716538812702396,0.8833984375,200,200.45264006039238
9I,53,1.06,0.0,52.57992529613025,64.83843409338414,0.8833984375,200,200.45264006039238
9I,54,1.08,0.0,53.117600772181,65.95788541231956,0.8833984375,200,200.45264006039238
9I,55,1.1,0.0,53.64039501720342,67.07491510677826,0.8833984375,200,200.45264006039238
9I,56,1.12,0.0,54.14834802125933,68.189545078217,0.8833984375,200,200.45264006039238
9I,57,1.1400000000000001,0.0,54.64149910158536,69.30179679414555,0.8833984375,200,200.45264006039238
9I,58,1.16,0.0,55.11988691741276,70.41169128991454,0.8833984375,200,200.45264006039238
9I,59,1.18,0.0,55.58354948475255,71.51924917043091,0.8833984375,200,200.45264006039238
9I,60,1.2,0.0,56.03252419115188,72.62449061180698,0.8833984375,200,200.45264006039238
9I,61,1.22,0.0,56.466847810426955,73.72743536294925,0.8833984375,200,200.45264006039238
9I,62,1.24,0.0,56.886556517377834,74.82810274709318,0.8833984375,200,200.45264006039238
9I,63,1.26,0.0,57.29168590248972,75.92651166329007,0.8833984375,200,200.45264006039238
9I,64,1.28,0.0,57.682270986625184,77.02268058785276,0.8833984375,200,200.45264006039238
9I,65,1.3,0.0,58.05834623571126,78.1166275757666,0.8833984375,200,200.45264006039238
9I,66,1.32,0.0,58.419945575424876,79.20837026207225,0.8833984375,200,200.45264006039238
9I,67,1.34,0.0,58.76710240587977,80.29792586322733,0.8833984375,200,200.45264006039238
9I,68,1.36,0.0,59.0998496163175,81.38531117845352,0.8833984375,200,200.45264006039238
9I,69,1.3800000000000001,0.0,59.41821959980465,82.47054259107624,0.8833984375,200,200.45264006039238
9I,70,1.4000000000000001,0.0,59.72224426793794,83.55363606986377,0.8833984375,200,200.45264006039238
9I,71,1.42,0.0,60.011955065558375,84.63460717037293,0.8833984375,200,200.45264006039238
9I,72,1.44,0.0,60.287382985475126,85.71347103630842,0.8833984375,200,200.45264006039238
9I,73,1.46,0.0,60.548558583199195,86.79024240090274,0.8833984375,200,200.45264006039238
9I,74,1.48,0.0,60.795511991686524,87.86493558832404,0.8833984375,200,200.45264006039238
9I,75,1.5,0.0,61.02827293608957,88.93756451511874,0.8833984375,200,200.45264006039238
9I,76,1.52,0.0,61.24687074851588,90.00814269169594,0.8833984375,200,200.45264006039238
9I,77,1.54,0.0,61.45133438279159,91.07668322386077,0.8833984375,200,200.45264006039238
9I,78,1.56,0.0,61.6416924292273,92.14319881440326,0.8833984375,200,200.45264006039238
9I,79,1.58,0.0,61.817973129383105,93.20770176474967,0.8833984375,200,200.45264006039238
9I,80,1.6,0.0,61.980204390829265,94.27020397668268,0.8833984375,200,200.45264006039238
9I,81,1.62,0.0,62.12841380189804,95.330716954137,0.8833984375,200,200.45264006039238
9I,82,1.6400000000000001,0.0,62.26262864642216,96.38925180507663,0.8833984375,200,200.45264006039238
9I,83,1.6600000000000001,0.0,62.382875918454474,97.44581924345957,0.8833984375,200,200.45264006039238
9I,84,1.68,0.0,62.48918233696315,98.50042959129601,0.8833984375,200,200.45264006039238
9I,85,1.7,0.0,62.58157436049595,99.55309278080523,0.8833984375,200,200.45264006039238
9I,86,1.72,0.0,62.66007820180706,100.60381835667657,0.8833984375,200,200.45264006039238
9I,87,1.74,0.0,62.724719842439065,101.65261547843919,0.8833984375,200,200.45264006039238
9I,88,1.76,0.0,62.775525047252614,102.69949292294518,0.8833984375,200,200.45264006039238
9I,89,1.78,0.0,62.812519378895686,103.74445908697018,0.8833984375,200,200.45264006039238
9I,90,1.8,0.0,62.83572821220408,104.78752198993523,0.8833984375,200,200.45264006039238
9I,91,1.82,0.0,62.845176748524516,105.82868927675311,0.8833984375,200,200.45264006039238
9I,92,1.84,0.0,62.84089002995122,106.86796822080227,0.8833984375,200,200.45264006039238
9I,93,1.86,0.0,62.8228929534669,107.90536572703053,0.8833984375,200,200.45264006039238
9I,94,1.8800000000000001,0.0,62.79121028497854,108.94088833519088,0.8833984375,200,200.45264006039238
9I,95,1.9000000000000001,0.0,62.74586667323842,109.97454222321065,0.8833984375,200,200.45264006039238
9I,96,1.92,0.0,62.68688666364059,111.00633321069526,0.8833984375,200,200.45264006039238
9I,97,1.94,0.0,62.61429471188299,112.03626676256715,0.8833984375,200,200.45264006039238
9I,98,1.96,0.0,62.52811519748522,113.06434799283996,0.8833984375,200,200.45264006039238
9I,99,1.98,0.0,62.42837243715215,114.09058166852755,0.8833984375,200,200.45264006039238
9I,100,2.0,0.0,62.315090697973474,115.11497221368712,0.8833984375,200,200.45264006039238
9I,101,2.02,0.0,62.18829421044948,116.13752371359509,0.8833984375,200,200.45264006039238
9I,102,2.04,0.0,62.04800718133328,117.15823991905381,0.8833984375,200,200.45264006039238
9I,103,2.06,0.0,61.89425380628027,118.17712425082723,0.8833984375,200,200.45264006039238
9I,104,2.08,0.0,61.72705828229524,119.19417980420239,0.8833984375,200,200.45264006039238
9I,105,2.1,0.0,61.54644481996845,120.20940935367409,0.8833984375,200,200.45264006039238
9I,106,2.12,0.0,61.352437655491755,121.22281535774901,0.8833984375,200,200.45264006039238
9I,107,2.14,0.0,61.14506106244645,122.23439996386551,0.8833984375,200,200.45264006039238
9I,108,2.16,0.0,60.92433936335482,123.24416501342485,0.8833984375,200,200.45264006039238
9I,109,2.18,0.0,60.69029694098768,124.25211204692934,0.8833984375,200,200.45264006039238
9I,110,2.2,0.0,60.442958249420755,125.25824230922257,0.8833984375,200,200.45264006039238
9I,111,2.22,0.0,60.182347824833,126.26255675482645,0.8833984375,200,200.45264006039238
9I,112,2.24,0.0,59.90849029604057,127.26505605336999,0.8833984375,200,200.45264006039238
9I,113,2.2600000000000002,0.0,59.62141039476052,128.26574059510384,0.8833984375,200,200.45264006039238
9I,114,2.2800000000000002,0.0,59.32113296559889,129.26461049649504,0.8833984375,200,200.45264006039238
9I,115,2.3000000000000003,0.0,59.007682975758286,130.26166560589613,0.8833984375,200,200.45264006039238
9I,116,2.32,0.0,58.681085524460485,131.25690550928206,0.8833984375,200,200.45264006039238
9I,117,2.34,0.0,58.341365852080344,132.25032953604932,0.8833984375,200,200.45264006039238
9I,118,2.36,0.0,57.98854934898753,133.24193676487056,0.8833984375,200,200.45264006039238
9I,119,2.38,0.0,57.62266156409333,134.23172602959852,0.8833984375,200,200.45264006039238
9I,120,2.4,0.0,57.24372821310012,135.21969592521313,0.8833984375,200,200.45264006039238
9I,121,2.42,0.0,56.851775186451825,136.20584481380507,0.8833984375,200,200.45264006039238
9I,122,2.44,0.0,56.44682855698386,137.1901708305898,0.8833984375,200,200.45264006039238
9I,123,2.46,0.0,56.028914587271906,138.17267188994575,0.8833984375,200,200.45264006039238
9I,124,2.48,0.0,55.59805973667905,139.1533456914703,0.8833984375,200,200.45264006039238
9I,125,2.5,0.0,55.154290668101446,140.13218972604773,0.8833984375,200,200.45264006039238
9I,126,2.52,0.0,54.697634254413074,141.10920128192313,0.8833984375,200,200.45264006039238
9I,127,2.54,0.0,54.22811758461052,142.08437745077623,0.8833984375,200,200.45264006039238
9I,128,2.56,0.0,53.74576796965927,143.05771513378963,0.8833984375,200,200.45264006039238
9I,129,2.58,0.0,53.250612948043205,144.02921104770604,0.8833984375,200,200.45264006039238
9I,130,2.6,0.0,52.74268029101959,144.99886173086892,0.8833984375,200,200.45264006039238
9I,131,2.62,0.0,52.22199800758195,145.96666354924147,0.8833984375,200,200.45264006039238
9I,132,2.64,0.0,51.68859434913377,146.93261270239907,0.8833984375,200,200.45264006039238
9I,133,2.66,0.0,51.14249781387613,147.8967052294903,0.8833984375,200,200.45264006039238
9I,134,2.68,0.0,50.583737150912775,148.858937015162,0.8833984375,200,200.45264006039238
9I,135,2.7,0.0,50.01234136407625,149.81930379544423,0.8833984375,200,200.45264006039238
9I,136,2.72,0.0,49.4283397154792,150.7778011635905,0.8833984375,200,200.45264006039238
9I,137,2.74,0.0,48.83176172879483,151.73442457587007,0.8833984375,200,200.45264006039238
9I,138,2.7600000000000002,0.0,48.222637192271144,152.68916935730783,0.8833984375,200,200.45264006039238
9I,139,2.7800000000000002,0.0,47.60099616148331,153.64203070736917,0.8833984375,200,200.45264006039238
9I,140,2.8000000000000003,0.0,46.96686896182907,154.59300370558572,0.8833984375,200,200.45264006039238
9I,141,2.82,0.0,46.320286190771995,155.5420833171195,0.8833984375,200,200.45264006039238
9I,142,2.84,0.0,45.66127871983757,156.4892643982626,0.8833984375,200,200.45264006039238
9I,143,2.86,0.0,44.98987769636736,157.43454170186934,0.8833984375,200,200.45264006039238
9I,144,2.88,0.0,44.306114545036316,158.3779098827191,0.8833984375,200,200.45264006039238
9I,145,2.9,0.0,43.610020969138624,159.31936350280733,0.8833984375,200,200.45264006039238
9I,146,2.92,0.0,42.90162895164743,160.25889703656247,0.8833984375,200,200.45264006039238
9I,147,2.94,0.0,42.18097075605382,161.19650487598747,0.8833984375,200,200.45264006039238
9I,148,2.96,0.0,41.44807892699049,162.13218133572389,0.8833984375,200,200.45264006039238
9I,149,2.98,0.0,40.702986290645704,163.0659206580372,0.8833984375,200,200.45264006039238
9I,150,3.0,0.0,39.945725954972744,163.9977170177221,0.8833984375,200,200.45264006039238
9I,151,3.02,0.0,39.176331309700636,164.9275645269266,0.8833984375,200,200.45264006039238
9I,152,3.04,0.0,38.394836026151374,165.85545723989387,0.8833984375,200,200.45264006039238
9I,153,3.06,0.0,37.60127405686925,166.78138915762105,0.8833984375,200,200.45264006039238
9I,154,3.08,0.0,36.795679635067586,167.70535423243447,0.8833984375,200,200.45264006039238
9I,155,3.1,0.0,35.978087273898346,168.6273463724805,0.8833984375,200,200.45264006039238
9I,156,3.12,0.0,35.14853176554994,169.54735944613174,0.8833984375,200,200.45264006039238
9I,157,3.14,0.0,34.30704818017847,170.46538728630816,0.8833984375,200,200.45264006039238
9I,158,3.16,0.0,33.45367186467771,171.38142369471308,0.8833984375,200,200.45264006039238
9I,159,3.18,0.0,32.588438441292965,172.29546244598382,0.8833984375,200,200.45264006039238
9I,160,3.2,0.0,31.711383806083973,173.2074972917571,0.8833984375,200,200.45264006039238
9I,161,3.22,0.0,30.82254412724179,174.11752196464928,0.8833984375,200,200.45264006039238
9I,162,3.24,0.0,29.921955843264776,175.0255301821514,0.8833984375,200,200.45264006039238
9I,163,3.2600000000000002,0.0,29.009655660998433,175.93151565043993,0.8833984375,200,200.45264006039238
9I,164,3.2800000000000002,0.0,28.085680553544044,176.83547206810263,0.8833984375,200,200.45264006039238
9I,165,3.3000000000000003,0.0,27.150067758040763,177.73739312978086,0.8833984375,200,200.45264006039238
9I,166,3.3200000000000003,0.0,26.202854773325857,178.63727252972825,0.8833984375,200,200.45264006039238
9I,167,3.34,0.0,25.24407935747769,179.53510396528654,0.8833984375,200,200.45264006039238
9I,168,3.36,0.0,24.273779525245892,180.43088114027896,0.8833984375,200,200.45264006039238
9I,169,3.38,0.0,23.291993545373174,181.32459776832204,0.8833984375,200,200.45264006039238
9I,170,3.4,0.0,22.298759937813074,182.2162475760565,0.8833984375,200,200.45264006039238
9I,171,3.42,0.0,21.294117470847898,183.1058243062978,0.8833984375,200,200.45264006039238
9I,172,3.44,0.0,20.278105158110968,183.99332172110724,0.8833984375,200,200.45264006039238
9I,173,3.46,0.0,19.250762255517294,184.87873360478451,0.8833984375,200,200.45264006039238
9I,174,3.48,0.0,18.212128258106596,185.76205376678243,0.8833984375,200,200.45264006039238
9I,175,3.5,0.0,17.16224289680259,186.6432760445446,0.8833984375,200,200.45264006039238
9I,176,3.52,0.0,16.101146135092357,187.52239430626722,0.8833984375,200,200.45264006039238
9I,177,3.54,0.0,15.028878165629505,188.3994024535858,0.8833984375,200,200.45264006039238
9I,178,3.56,0.0,13.945479406764754,189.27429442418747,0.8833984375,200,200.45264006039238
9I,179,3.58,0.0,12.850990499007521,190.14706419435032,0.8833984375,200,200.45264006039238
9I,180,3.6,0.0,11.745452301421967,191.0177057814103,0.8833984375,200,200.45264006039238
9I,181,3.62,0.0,10.628905887960906,191.88621324615713,0.8833984375,200,200.45264006039238
9I,182,3.64,0.0,9.501392543740895,192.75258069515942,0.8833984375,200,200.45264006039238
9I,183,3.66,0.0,8.362953761261723,193.61680228302114,0.8833984375,200,200.45264006039238
9I,184,3.68,0.0,7.21363123657349,194.4788722145693,0.8833984375,200,200.45264006039238
9I,185,3.7,0.0,6.053466865394325,195.33878474697462,0.8833984375,200,200.45264006039238
9I,186,3.72,0.0,4.882502739181784,196.19653419180588,0.8833984375,200,200.45264006039238
9I,187,3.74,0.0,3.7007811411608347,197.05211491701905,0.8833984375,200,200.45264006039238
9I,188,3.7600000000000002,0.0,2.508344542311317,197.90552134888213,0.8833984375,200,200.45264006039238
9I,189,3.7800000000000002,0.0,1.3052355973176497,198.75674797383684,0.8833984375,200,200.45264006039238
9I,190,3.8000000000000003,0.0,0.09149714048352453,199.60578934029812,0.8833984375,200,200.45264006039238
9I,191,3.8200000000000003,0.0,-1.1328278183857723,200.45264006039238,0.8833984375,200,200.45264006039238
PW,0,0.0,0.0,1.5407706201536282,1.2144997079095454,0.925,200,199.57669833806364
PW,1,0.02,0.0,3.062557702974142,2.424848992770433,0.925,200,199.57669833806364
PW,2,0.04,0.0,4.56547240431614,3.6310988481912156,0.925,200,199.57669833806364
PW,3,0.06,0.0,6.0496239428941845,4.833299515613152,0.925,200,199.57669833806364
PW,4,0.08,0.0,7.515119635695447,6.03150049760506,0.925,200,199.57669833806364
PW,5,0.1,0.0,8.962064932548598,7.225750570789605,0.925,200,199.57669833806364
PW,6,0.12,0.0,10.390563449874817,8.416097798410346,0.925,200,199.57669833806364
PW,7,0.14,0.0,11.800717003646009,9.602589542548497,0.925,200,199.57669833806364
PW,8,0.16,0.0,13.192625641574573,10.785272475998049,0.925,200,199.57669833806364
PW,9,0.18,0.0,14.566387674558293,11.96419259380759,0.925,200,199.57669833806364
PW,10,0.2,0.0,15.922099707403286,13.139395224496814,0.925,200,199.57669833806364
PW,11,0.22,0.0,17.25985666884721,14.310925040955475,0.925,200,199.57669833806364
PW,12,0.24,0.0,18.57975184090434,15.478826071032202,0.925,200,199.57669833806364
PW,13,0.26,0.0,19.881876887553485,16.643141707820376,0.925,200,199.57669833806364
PW,14,0.28,0.0,21.166321882789152,17.803914719647953,0.925,200,199.57669833806364
PW,15,0.3,0.0,22.433175338055758,18.96118725977791,0.925,200,199.57669833806364
PW,16,0.32,0.0,23.682524229084226,20.115000875825743,0.925,200,199.57669833806364
PW,17,0.34,0.0,24.914454022149723,21.265396518900204,0.925,200,199.57669833806364
PW,18,0.36,0.0,26.129048699768834,22.41241455247322,0.925,200,199.57669833806364
PW,19,0.38,0.0,27.326390785854002,23.55609476098482,0.925,200,199.57669833806364
PW,20,0.4,0.0,28.50656137034262,24.696476358188566,0.925,200,199.57669833806364
PW,21,0.42,0.0,29.669640133317692,25.833597995242876,0.925,200,199.57669833806364
PW,22,0.44,0.0,30.81570536863665,26.967497768553436,0.925,200,199.57669833806364
PW,23,0.46,0.0,31.944834007084445,28.09821322737168,0.925,200,199.57669833806364
PW,24,0.48,0.0,33.057101639066715,29.22578138115419,0.925,200,199.57669833806364
PW,25,0.5,0.0,34.152582536858425,30.350238706687698,0.925,200,199.57669833806364
PW,26,0.52,0.0,35.23134967642313,31.471621154984216,0.925,200,199.57669833806364
PW,27,0.54,0.0,36.29347475881756,32.589964157950675,0.925,200,199.57669833806364
PW,28,0.56,0.0,37.33902823119603,33.70530263483733,0.925,200,199.57669833806364
PW,29,0.58,0.0,38.36807930742888,34.81767099846907,0.925,200,199.57669833806364
PW,30,0.6,0.0,39.38069598834874,35.92710316126363,0.925,200,199.57669833806364
PW,31,0.62,0.0,40.37694508163837,37.033632541040625,0.925,200,199.57669833806364
PW,32,0.64,0.0,41.35689222137337,38.13729206662517,0.925,200,199.57669833806364
PW,33,0.66,0.0,42.32060188723295,39.23811418324988,0.925,200,199.57669833806364
PW,34,0.68,0.0,43.26813742339164,40.33613085775875,0.925,200,199.57669833806364
PW,35,0.7000000000000001,0.0,44.1995610571047,41.43137358361661,0.925,200,199.57669833806364
PW,36,0.72,0.0,45.11493391699963,42.52387338572756,0.925,200,199.57669833806364
PW,37,0.74,0.0,46.01431605108617,43.61366082506578,0.925,200,199.57669833806364
PW,38,0.76,0.0,46.897766444496824,44.70076600312222,0.925,200,199.57669833806364
PW,39,0.78,0.0,47.76534303696993,45.78521856617041,0.925,200,199.57669833806364
PW,40,0.8,0.0,48.61710274008691,46.86704770935475,0.925,200,199.57669833806364
PW,41,0.8200000000000001,0.0,49.45310145427541,47.94628218060456,0.925,200,199.57669833806364
PW,42,0.84,0.0,50.27339408558972,49.02295028437719,0.925,200,199.57669833806364
PW,43,0.86,0.0,51.078034562279704,50.09707988523345,0.925,200,199.57669833806364
PW,44,0.88,0.0,51.86707585115948,51.168698411248684,0.925,200,199.57669833806364
PW,45,0.9,0.0,52.64056997378672,52.2378328572628,0.925,200,199.57669833806364
PW,46,0.92,0.0,53.39856802246352,53.304509787972556,0.925,200,199.57669833806364
PW,47,0.9400000000000001,0.0,54.141120176069464,54.36875534086953,0.925,200,199.57669833806364
PW,48,0.96,0.0,54.86827571573745,55.430595229027205,0.925,200,199.57669833806364
PW,49,0.98,0.0,55.580083040382725,56.49005474374066,0.925,200,199.57669833806364
PW,50,1.0,0.0,56.276589682095434,57.54715875702239,0.925,200,199.57669833806364
PW,51,1.02,0.0,56.9578423214067,58.601931723957975,0.925,200,199.57669833806364
PW,52,1.04,0.0,57.62388680243835,59.6543976849253,0.925,200,199.57669833806364
PW,53,1.06,0.0,58.27476814794603,60.70458026768118,0.925,200,199.57669833806364
PW,54,1.08,0.0,58.9105305742654,61.75250268931934,0.925,200,199.57669833806364
PW,55,1.1,0.0,59.53121750617098,62.79818775810385,0.925,200,199.57669833806364
PW,56,1.12,0.0,60.13687159165685,63.84165787518223,0.925,200,199.57669833806364
PW,57,1.1400000000000001,0.0,60.72753471664844,64.88293503618259,0.925,200,199.57669833806364
PW,58,1.16,0.0,61.30324801965441,65.9220408326993,0.925,200,199.57669833806364
PW,59,1.18,0.0,61.86405190636718,66.95899645367194,0.925,200,199.57669833806364
PW,60,1.2,0.0,62.409986064220874,67.99382268666228,0.925,200,199.57669833806364
PW,61,1.22,0.0,62.94108947691476,69.02653991903443,0.925,200,199.57669833806364
PW,62,1.24,0.0,63.457400438910376,70.05716813904328,0.925,200,199.57669833806364
PW,63,1.26,0.0,63.95895656991001,71.08572693683674,0.925,200,199.57669833806364
PW,64,1.28,0.0,64.44579482932409,72.11223550537728,0.925,200,199.57669833806364
PW,65,1.3,0.0,64.91795153073457,73.1367126412888,0.925,200,199.57669833806364
PW,66,1.32,0.0,65.37546235636133,74.15917674563447,0.925,200,199.57669833806364
PW,67,1.34,0.0,65.81836237153783,75.17964582463227,0.925,200,199.57669833806364
PW,68,1.36,0.0,66.24668603920242,76.19813749031421,0.925,200,199.57669833806364
PW,69,1.3800000000000001,0.0,66.6604672344108,77.21466896113616,0.925,200,199.57669833806364
PW,70,1.4000000000000001,0.0,67.05973925887521,78.22925706254502,0.925,200,199.57669833806364
PW,71,1.42,0.0,67.44453485553484,79.2419182275104,0.925,200,199.57669833806364
PW,72,1.44,0.0,67.81488622316225,80.25266849702788,0.925,200,199.57669833806364
PW,73,1.46,0.0,68.17082503100944,81.26152352060149,0.925,200,199.57669833806364
PW,74,1.48,0.0,68.51238243349707,82.26849855671274,0.925,200,199.57669833806364
PW,75,1.5,0.0,68.83958908494955,83.27360847328441,0.925,200,199.57669833806364
PW,76,1.52,0.0,69.15247515437851,84.27686774814649,0.925,200,199.57669833806364
PW,77,1.54,0.0,69.45107034031595,85.27829046951273,0.925,200,199.57669833806364
PW,78,1.56,0.0,69.73540388569856,86.27789033647576,0.925,200,199.57669833806364
PW,79,1.58,0.0,70.0055045928032,87.27568065952916,0.925,200,199.57669833806364
PW,80,1.6,0.0,70.26140083823373,88.27167436112452,0.925,200,199.57669833806364
PW,81,1.62,0.0,70.50312058795791,89.26588397627225,0.925,200,199.57669833806364
