club,step,time,x,y,z,power_percent,target_distance,final_distance
3W,29,0.58,0.0,13.955456851707796,70.04567561777223,0.7370172140221634,200,199.1220809644153
3W,30,0.6,0.0,14.183332120330865,72.2368975757826,0.7370172140221634,200,199.1220809644153
3W,31,0.62,0.0,14.396614807953696,74.41971080250683,0.7370172140221634,200,199.1220809644153
3W,32,0.64,0.0,14.595364565275954,76.59418494431873,0.7370172140221634,200,199.1220809644153
3W,33,0.66,0.0,14.779640260827183,78.76038848704802,0.7370172140221634,200,199.1220809644153
3W,34,0.68,0.0,14.949499999473902,80.91838877495925,0.7370172140221634,200,199.1220809644153
3W,35,0.7000000000000001,0.0,15.105001140592753,83.0682520293446,0.7370172140221634,200,199.1220809644153
3W,36,0.72,0.0,15.246200315917923,85.210043366742,0.7370172140221634,200,199.1220809644153
3W,37,0.74,0.0,15.37315344707077,87.34382681679001,0.7370172140221634,200,199.1220809644153
3W,38,0.76,0.0,15.485915762779271,89.46966533973054,0.7370172140221634,200,199.1220809644153
3W,39,0.78,0.0,15.5845418157946,91.58762084356975,0.7370172140221634,200,199.1220809644153
3W,40,0.8,0.0,15.669085499511858,93.69775420090787,0.7370172140221634,200,199.1220809644153
3W,41,0.8200000000000001,0.0,15.739600064301726,95.80012526544752,0.7370172140221634,200,199.1220809644153
3W,42,0.84,0.0,15.796138133559486,97.89479288819055,0.7370172140221634,200,199.1220809644153
3W,43,0.86,0.0,15.838751719477667,99.98181493333264,0.7370172140221634,200,199.1220809644153
3W,44,0.88,0.0,15.867492238548255,102.06124829386481,0.7370172140221634,200,199.1220809644153
3W,45,0.9,0.0,15.882410526800196,104.13314890689063,0.7370172140221634,200,199.1220809644153
3W,46,0.92,0.0,15.883556854777686,106.19757176866781,0.7370172140221634,200,199.1220809644153
3W,47,0.9400000000000001,0.0,15.8709809422645,108.25457094938234,0.7370172140221634,200,199.1220809644153
3W,48,0.96,0.0,15.844731972759407,110.3041996076632,0.7370172140221634,200,199.1220809644153
3W,49,0.98,0.0,15.804858607707482,112.34651000484553,0.7370172140221634,200,199.1220809644153
3W,50,1.0,0.0,15.751409000491961,114.38155351898972,0.7370172140221634,200,199.1220809644153
3W,51,1.02,0.0,15.68443081019104,116.40938065866371,0.7370172140221634,200,199.1220809644153
3W,52,1.04,0.0,15.603971215103863,118.43004107649557,0.7370172140221634,200,199.1220809644153
3W,53,1.06,0.0,15.510076926049745,120.44358358250322,0.7370172140221634,200,199.1220809644153
3W,54,1.08,0.0,15.402794199444505,122.45005615720787,0.7370172140221634,200,199.1220809644153
3W,55,1.1,0.0,15.282168850157607,124.44950596453756,0.7370172140221634,200,199.1220809644153
3W,56,1.12,0.0,15.148246264153643,126.44197936452704,0.7370172140221634,200,199.1220809644153
3W,57,1.1400000000000001,0.0,15.00107141092155,128.4275219258199,0.7370172140221634,200,199.1220809644153
3W,58,1.16,0.0,14.840688855694772,130.40617843797872,0.7370172140221634,200,199.1220809644153
3W,59,1.18,0.0,14.667142771465466,132.377992923609,0.7370172140221634,200,199.1220809644153
3W,60,1.2,0.0,14.480476950795685,134.3430086503019,0.7370172140221634,200,199.1220809644153
3W,61,1.22,0.0,14.280734817428351,136.30126814240126,0.7370172140221634,200,199.1220809644153
3W,62,1.24,0.0,14.067959437700704,138.25281319259994,0.7370172140221634,200,199.1220809644153
3W,63,1.26,0.0,13.842193531762781,140.19768487337018,0.7370172140221634,200,199.1220809644153
3W,64,1.28,0.0,13.603479484603378,142.1359235482325,0.7370172140221634,200,199.1220809644153
3W,65,1.3,0.0,13.351859356885818,144.0675688828682,0.7370172140221634,200,199.1220809644153
3W,66,1.32,0.0,13.08737489559576,145.99265985607883,0.7370172140221634,200,199.1220809644153
3W,67,1.34,0.0,12.810067544503179,147.91123477059796,0.7370172140221634,200,199.1220809644153
3W,68,1.36,0.0,12.51997845444054,149.82333126375818,0.7370172140221634,200,199.1220809644153
3W,69,1.3800000000000001,0.0,12.217148493399126,151.72898631801786,0.7370172140221634,200,199.1220809644153
3W,70,1.4000000000000001,0.0,11.901618256445351,153.6282362713511,0.7370172140221634,200,199.1220809644153
3W,71,1.42,0.0,11.57342807545887,155.52111682750444,0.7370172140221634,200,199.1220809644153
3W,72,1.44,0.0,11.232618028694155,157.40766306612363,0.7370172140221634,200,199.1220809644153
3W,73,1.46,0.0,10.879227950167206,159.28790945275412,0.7370172140221634,200,199.1220809644153
3W,74,1.48,0.0,10.513297438868918,161.16188984871783,0.7370172140221634,200,199.1220809644153
3W,75,1.5,0.0,10.134865867806658,163.02963752086964,0.7370172140221634,200,199.1220809644153
3W,76,1.52,0.0,9.743972392875461,164.89118515123621,0.7370172140221634,200,199.1220809644153
3W,77,1.54,0.0,9.340655961560262,166.74656484653997,0.7370172140221634,200,199.1220809644153
3W,78,1.56,0.0,8.9249553214705,168.59580814761088,0.7370172140221634,200,199.1220809644153
3W,79,1.58,0.0,8.496909028708401,170.4389460386884,0.7370172140221634,200,199.1220809644153
3W,80,1.6,0.0,8.056555456072196,172.27600895661615,0.7370172140221634,200,199.1220809644153
3W,81,1.62,0.0,7.603932801095503,174.10702679993133,0.7370172140221634,200,199.1220809644153
3W,82,1.6400000000000001,0.0,7.139079093924063,175.93202893785136,0.7370172140221634,200,199.1220809644153
3W,83,1.6600000000000001,0.0,6.662032205030984,177.75104421915938,0.7370172140221634,200,199.1220809644153
3W,84,1.68,0.0,6.172829852771639,179.56410098099096,0.7370172140221634,200,199.1220809644153
3W,85,1.7,0.0,5.671509610779318,181.37122705752353,0.7370172140221634,200,199.1220809644153
3W,86,1.72,0.0,5.158108915202739,183.17244978857056,0.7370172140221634,200,199.1220809644153
3W,87,1.74,0.0,4.63266507178648,184.9677960280819,0.7370172140221634,200,199.1220809644153
3W,88,1.76,0.0,4.09521526279541,186.7572921525519,0.7370172140221634,200,199.1220809644153
3W,89,1.78,0.0,3.5457965537841503,188.54096406933704,0.7370172140221634,200,199.1220809644153
3W,90,1.8,0.0,2.9844459002126333,190.318837224884,0.7370172140221634,200,199.1220809644153
3W,91,1.82,0.0,2.4112001539087733,192.0909366128699,0.7370172140221634,200,199.1220809644153
3W,92,1.84,0.0,1.8260960693793027,193.8572867822558,0.7370172140221634,200,199.1220809644153
3W,93,1.86,0.0,1.2291703099697961,195.61791184525438,0.7370172140221634,200,199.1220809644153
3W,94,1.8800000000000001,0.0,0.6204594538749243,197.37283548521336,0.7370172140221634,200,199.1220809644153
3W,95,1.9000000000000001,0.0,-2.4868995751603507e-14,199.1220809644153,0.7370172140221634,200,199.1220809644153
5I,0,0.0,0.0,1.0455525961004069,1.69518749983476,0.7656250000000001,200,200.22900069156861
5I,1,0.02,0.0,2.0737597178028926,3.3844938524550354,0.7656250000000001,200,200.22900069156861
5I,2,0.04,0.0,3.0847067539998756,5.067980883658293,0.7656250000000001,200,200.22900069156861
5I,3,0.06,0.0,4.078477657020977,6.745709429983351,0.7656250000000001,200,200.22900069156861
5I,4,0.08,0.0,5.055154970213358,8.417739354073555,0.7656250000000001,200,200.22900069156861
5I,5,0.1,0.0,6.014819854976541,10.084129559636425,0.7656250000000001,200,200.22900069156861
5I,6,0.12,0.0,6.957552117269543,11.744938006011179,0.7656250000000001,200,200.22900069156861
5I,7,0.14,0.0,7.883430233607614,13.400221722355226,0.7656250000000001,200,200.22900069156861
5I,8,0.16,0.0,8.792531376565362,15.050036821460438,0.7656250000000001,200,200.22900069156861
5I,9,0.18,0.0,9.68493143980253,16.694438513209686,0.7656250000000001,200,200.22900069156861
5I,10,0.2,0.0,10.560705062628198,18.333481117683935,0.7656250000000001,200,200.22900069156861
5I,11,0.22,0.0,11.419925654118735,19.96721807792983,0.7656250000000001,200,200.22900069156861
5I,12,0.24,0.0,12.262665416804337,21.59570197239759,0.7656250000000001,200,200.22900069156861
5I,13,0.26,0.0,13.088995369938552,23.218984527058648,0.7656250000000001,200,200.22900069156861
5I,14,0.28,0.0,13.898985372364782,24.83711662721241,0.7656250000000001,200,200.22900069156861
5I,15,0.3,0.0,14.692704144993291,26.45014832899113,0.7656250000000001,200,200.22900069156861
5I,16,0.32,0.0,15.470219292901865,28.058128870571863,0.7656250000000001,200,200.22900069156861
5I,17,0.34,0.0,16.23159732707288,29.661106683104123,0.7656250000000001,200,200.22900069156861
5I,18,0.36,0.0,16.976903685779103,31.259129401361797,0.7656250000000001,200,200.22900069156861
5I,19,0.38,0.0,17.706202755630226,32.85224387412761,0.7656250000000001,200,200.22900069156861
5I,20,0.4,0.0,18.419557892291724,34.440496174318355,0.7656250000000001,200,200.22900069156861
5I,21,0.42,0.0,19.11703144088726,36.02393160885887,0.7656250000000001,200,200.22900069156861
5I,22,0.44,0.0,19.79868475609555,37.60259472831261,0.7656250000000001,200,200.22900069156861
5I,23,0.46,0.0,20.46457822195219,39.17652933627662,0.7656250000000001,200,200.22900069156861
5I,24,0.48,0.0,21.114771271366664,40.7457784985484,0.7656250000000001,200,200.22900069156861
5I,25,0.5,0.0,21.749322405364357,42.310384552072136,0.7656250000000001,200,200.22900069156861
5I,26,0.52,0.0,22.368289212063143,43.87038911367176,0.7656250000000001,200,200.22900069156861
5I,27,0.54,0.0,22.971728385393693,45.42583308857786,0.7656250000000001,200,200.22900069156861
5I,28,0.56,0.0,23.559695743572412,46.97675667875569,0.7656250000000001,200,200.22900069156861
5I,29,0.58,0.0,24.132246247335566,48.523199391041274,0.7656250000000001,200,200.22900069156861
5I,30,0.6,0.0,24.689434017942826,50.06520004509245,0.7656250000000001,200,200.22900069156861
5I,31,0.62,0.0,25.23131235495819,51.6027967811617,0.7656250000000001,200,200.22900069156861
5I,32,0.64,0.0,25.757933753815887,53.13602706769745,0.7656250000000001,200,200.22900069156861
5I,33,0.66,0.0,26.269349923178595,54.66492770878048,0.7656250000000001,200,200.22900069156861
5I,34,0.68,0.0,26.765611802095027,56.189534851402016,0.7656250000000001,200,200.22900069156861
5I,35,0.7000000000000001,0.0,27.246769576963572,57.7098839925898,0.7656250000000001,200,200.22900069156861
5I,36,0.72,0.0,27.71287269830844,59.226009986388725,0.7656250000000001,200,200.22900069156861
5I,37,0.74,0.0,28.163969897374443,60.737947050702104,0.7656250000000001,200,200.22900069156861
5I,38,0.76,0.0,28.600109202546232,62.245728773999915,0.7656250000000001,200,200.22900069156861
5I,39,0.78,0.0,29.0213379555976,63.74938812190008,0.7656250000000001,200,200.22900069156861
5I,40,0.8,0.0,29.42770282777602,65.24895744362884,0.7656250000000001,200,200.22900069156861
5I,41,0.8200000000000001,0.0,29.819249835727497,66.74446847836617,0.7656250000000001,200,200.22900069156861
5I,42,0.84,0.0,30.19602435726631,68.23595236148215,0.7656250000000001,200,200.22900069156861
5I,43,0.86,0.0,30.55807114699412,69.72343963067007,0.7656250000000001,200,200.22900069156861
5I,44,0.88,0.0,30.90543435177255,71.20696023198204,0.7656250000000001,200,200.22900069156861
5I,45,0.9,0.0,31.23815752605303,72.6865435257726,0.7656250000000001,200,200.22900069156861
5I,46,0.92,0.0,31.556283647067524,74.1622182925562,0.7656250000000001,200,200.22900069156861
5I,47,0.9400000000000001,0.0,31.859855129883346,75.63401273878358,0.7656250000000001,200,200.22900069156861
5I,48,0.96,0.0,32.14891384232513,77.10195450254285,0.7656250000000001,200,200.22900069156861
5I,49,0.98,0.0,32.423501119766634,78.56607065919034,0.7656250000000001,200,200.22900069156861
5I,50,1.0,0.0,32.683657779794835,80.02638772691644,0.7656250000000001,200,200.22900069156861
5I,51,1.02,0.0,32.929424136748544,81.48293167225157,0.7656250000000001,200,200.22900069156861
5I,52,1.04,0.0,33.16084001613338,82.93572791551729,0.7656250000000001,200,200.22900069156861
5I,53,1.06,0.0,33.37794476891485,84.38480133622741,0.7656250000000001,200,200.22900069156861
5I,54,1.08,0.0,33.580777285690864,85.83017627844391,0.7656250000000001,200,200.22900069156861
5I,55,1.1,0.0,33.769376010744814,87.27187655609231,0.7656250000000001,200,200.22900069156861
5I,56,1.12,0.0,33.94377895598021,88.70992545824112,0.7656250000000001,200,200.22900069156861
5I,57,1.1400000000000001,0.0,34.10402371473738,90.14434575434973,0.7656250000000001,200,200.22900069156861
5I,58,1.16,0.0,34.25014747549274,91.5751596994891,0.7656250000000001,200,200.22900069156861
5I,59,1.18,0.0,34.382187035440744,93.00238903953941,0.7656250000000001,200,200.22900069156861
5I,60,1.2,0.0,34.50017881395848,94.42605501636865,0.7656250000000001,200,200.22900069156861
5I,61,1.22,0.0,34.60415886595261,95.8461783729963,0.7656250000000001,200,200.22900069156861
5I,62,1.24,0.0,34.69416289508818,97.26277935874546,0.7656250000000001,200,200.22900069156861
5I,63,1.26,0.0,34.77022626689853,98.67587773438741,0.7656250000000001,200,200.22900069156861
5I,64,1.28,0.0,34.83238402177547,100.08549277728187,0.7656250000000001,200,200.22900069156861
5I,65,1.3,0.0,34.880670887838534,101.49164328651628,0.7656250000000001,200,200.22900069156861
5I,66,1.32,0.0,34.91512129368215,102.89434758804728,0.7656250000000001,200,200.22900069156861
5I,67,1.34,0.0,34.93576938099908,104.29362353984735,0.7656250000000001,200,200.22900069156861
5I,68,1.36,0.0,34.94264901707871,105.68948853705935,0.7656250000000001,200,200.22900069156861
5I,69,1.3800000000000001,0.0,34.935793807178186,107.08195951716172,0.7656250000000001,200,200.22900069156861
5I,70,1.4000000000000001,0.0,34.91523710676471,108.47105296514668,0.7656250000000001,200,200.22900069156861
5I,71,1.42,0.0,34.881012033626696,109.85678491871371,0.7656250000000001,200,200.22900069156861
5I,72,1.44,0.0,34.833151479851814,111.2391709734805,0.7656250000000001,200,200.22900069156861
5I,73,1.46,0.0,34.771688123669435,112.61822628821315,0.7656250000000001,200,200.22900069156861
5I,74,1.48,0.0,34.696654441155204,113.99396559007751,0.7656250000000001,200,200.22900069156861
5I,75,1.5,0.0,34.608082717795234,115.36640317991298,0.7656250000000001,200,200.22900069156861
5I,76,1.52,0.0,34.50600505990731,116.7355529375304,0.7656250000000001,200,200.22900069156861
5I,77,1.54,0.0,34.3904534059165,118.10142832703492,0.7656250000000001,200,200.22900069156861
5I,78,1.56,0.0,34.26145953748254,119.46404240217505,0.7656250000000001,200,200.22900069156861
5I,79,1.58,0.0,34.119055090476145,120.82340781171854,0.7656250000000001,200,200.22900069156861
5I,80,1.6,0.0,33.96327156580167,122.1795368048558,0.7656250000000001,200,200.22900069156861
5I,81,1.62,0.0,33.79414034006318,123.53244123663126,0.7656250000000001,200,200.22900069156861
5I,82,1.6400000000000001,0.0,33.61169267607127,124.88213257340287,0.7656250000000001,200,200.22900069156861
5I,83,1.6600000000000001,0.0,33.41595973318784,126.2286218983299,0.7656250000000001,200,200.22900069156861
5I,84,1.68,0.0,33.20697257750605,127.57191991688889,0.7656250000000001,200,200.22900069156861
5I,85,1.7,0.0,32.9847621918628,128.9120369624174,0.7656250000000001,200,200.22900069156861
5I,86,1.72,0.0,32.749359485681,130.24898300168533,0.7656250000000001,200,200.22900069156861
5I,87,1.74,0.0,32.500795304639055,131.58276764049305,0.7656250000000001,200,200.22900069156861
5I,88,1.76,0.0,32.23910044016498,132.91340012929552,0.7656250000000001,200,200.22900069156861
5I,89,1.78,0.0,31.96430563875269,134.24088936885175,0.7656250000000001,200,200.22900069156861
5I,90,1.8,0.0,31.676441611098006,135.56524391589826,0.7656250000000001,200,200.22900069156861
5I,91,1.82,0.0,31.375539041052146,136.88647198884559,0.7656250000000001,200,200.22900069156861
5I,92,1.84,0.0,31.061628594390434,138.20458147349632,0.7656250000000001,200,200.22900069156861
5I,93,1.86,0.0,30.734740927394157,139.51957992878343,0.7656250000000001,200,200.22900069156861
5I,94,1.8800000000000001,0.0,30.394906695243545,140.83147459252706,0.7656250000000001,200,200.22900069156861
5I,95,1.9000000000000001,0.0,30.04215656022008,142.1402723872084,0.7656250000000001,200,200.22900069156861
5I,96,1.92,0.0,29.676521199716337,143.44597992575862,0.7656250000000001,200,200.22900069156861
5I,97,1.94,0.0,29.29803131405181,144.74860351736112,0.7656250000000001,200,200.22900069156861
5I,98,1.96,0.0,28.906717634093223,146.0481491732651,0.7656250000000001,200,200.22900069156861
5I,99,1.98,0.0,28.502610928678074,147.34462261260845,0.7656250000000001,200,200.22900069156861
5I,100,2.0,0.0,28.085742011840185,148.63802926824772,0.7656250000000001,200,200.22900069156861
5I,101,2.02,0.0,27.65614174983632,149.92837429259316,0.7656250000000001,200,200.22900069156861
5I,102,2.04,0.0,27.213841067972954,151.2156625634465,0.7656250000000001,200,200.22900069156861
5I,103,2.06,0.0,26.758870957232546,152.4998986898392,0.7656250000000001,200,200.22900069156861
5I,104,2.08,0.0,26.29126248069875,153.78108701786886,0.7656250000000001,200,200.22900069156861
5I,105,2.1,0.0,25.81104677978023,155.0592316365314,0.7656250000000001,200,200.22900069156861
5I,106,2.12,0.0,25.318255080232788,156.3343363835468,0.7656250000000001,200,200.22900069156861
5I,107,2.14,0.0,24.812918697979832,157.60640485117574,0.7656250000000001,200,200.22900069156861
5I,108,2.16,0.0,24.295069044731246,158.87544039202484,0.7656250000000001,200,200.22900069156861
5I,109,2.18,0.0,23.76473763340092,160.1414461248383,0.7656250000000001,200,200.22900069156861
5I,110,2.2,0.0,23.221956083323374,161.4044249402732,0.7656250000000001,200,200.22900069156861
5I,111,2.22,0.0,22.66675612527006,162.66437950665625,0.7656250000000001,200,200.22900069156861
5I,112,2.24,0.0,22.09916960626602,163.92131227571957,0.7656250000000001,200,200.22900069156861
5I,113,2.2600000000000002,0.0,21.519228494207837,165.17522548831326,0.7656250000000001,200,200.22900069156861
